countyfips,buyer_county,buyer_state,year,total_pills
23023,SAGADAHOC,ME,2009,1294850
23023,SAGADAHOC,ME,2010,1320620
23023,SAGADAHOC,ME,2011,1400710
23023,SAGADAHOC,ME,2012,1496420
23023,SAGADAHOC,ME,2013,1380530
23023,SAGADAHOC,ME,2014,1273210
26145,SAGINAW,MI,2006,6194300
26145,SAGINAW,MI,2007,7342970
26145,SAGINAW,MI,2008,8459730
26145,SAGINAW,MI,2009,8539500
26145,SAGINAW,MI,2010,9460320
26145,SAGINAW,MI,2011,10466000
26145,SAGINAW,MI,2012,10546180
26145,SAGINAW,MI,2013,10259640
26145,SAGINAW,MI,2014,10362180
08109,SAGUACHE,CO,2006,600
08109,SAGUACHE,CO,2007,100
08109,SAGUACHE,CO,2008,100
08109,SAGUACHE,CO,2009,1700
08109,SAGUACHE,CO,2010,600
08109,SAGUACHE,CO,2011,500
08109,SAGUACHE,CO,2012,700
08109,SAGUACHE,CO,2013,1800
08109,SAGUACHE,CO,2014,400
22087,SAINT BERNARD,LA,2006,958970
22087,SAINT BERNARD,LA,2007,1833360
22087,SAINT BERNARD,LA,2008,1791490
22087,SAINT BERNARD,LA,2009,1965990
22087,SAINT BERNARD,LA,2010,2247680
22087,SAINT BERNARD,LA,2011,2644880
22087,SAINT BERNARD,LA,2012,3152110
22087,SAINT BERNARD,LA,2013,3870560
22087,SAINT BERNARD,LA,2014,4237280
22089,SAINT CHARLES,LA,2006,1942710
22089,SAINT CHARLES,LA,2007,2058256
22089,SAINT CHARLES,LA,2008,2019890
22089,SAINT CHARLES,LA,2009,2017550
22089,SAINT CHARLES,LA,2010,1964170
22089,SAINT CHARLES,LA,2011,2078200
22089,SAINT CHARLES,LA,2012,2258590
22089,SAINT CHARLES,LA,2013,2209670
22089,SAINT CHARLES,LA,2014,2077030
29183,SAINT CHARLES,MO,2006,6851458
29183,SAINT CHARLES,MO,2007,8108556
29183,SAINT CHARLES,MO,2008,8974500
29183,SAINT CHARLES,MO,2009,9686990
29183,SAINT CHARLES,MO,2010,10856856
29183,SAINT CHARLES,MO,2011,12646030
29183,SAINT CHARLES,MO,2012,13249470
29183,SAINT CHARLES,MO,2013,12988038
29183,SAINT CHARLES,MO,2014,13454430
01115,SAINT CLAIR,AL,2006,2220305
01115,SAINT CLAIR,AL,2007,2558865
01115,SAINT CLAIR,AL,2008,2979175
01115,SAINT CLAIR,AL,2009,3041245
01115,SAINT CLAIR,AL,2010,3226270
01115,SAINT CLAIR,AL,2011,3845210
01115,SAINT CLAIR,AL,2012,4177010
01115,SAINT CLAIR,AL,2013,4466680
01115,SAINT CLAIR,AL,2014,4452830
17163,SAINT CLAIR,IL,2006,5157580
17163,SAINT CLAIR,IL,2007,5900040
17163,SAINT CLAIR,IL,2008,6581230
17163,SAINT CLAIR,IL,2009,7441640
17163,SAINT CLAIR,IL,2010,8365405
17163,SAINT CLAIR,IL,2011,9857640
17163,SAINT CLAIR,IL,2012,10207960
17163,SAINT CLAIR,IL,2013,9340430
17163,SAINT CLAIR,IL,2014,9006660
26147,SAINT CLAIR,MI,2006,4936330
26147,SAINT CLAIR,MI,2007,6014528
26147,SAINT CLAIR,MI,2008,6802540
26147,SAINT CLAIR,MI,2009,7332810
26147,SAINT CLAIR,MI,2010,8005252
26147,SAINT CLAIR,MI,2011,9128990
26147,SAINT CLAIR,MI,2012,9411070
26147,SAINT CLAIR,MI,2013,9179900
26147,SAINT CLAIR,MI,2014,9573090
29185,SAINT CLAIR,MO,2006,119000
29185,SAINT CLAIR,MO,2007,139300
29185,SAINT CLAIR,MO,2008,162300
29185,SAINT CLAIR,MO,2009,206300
29185,SAINT CLAIR,MO,2010,228000
29185,SAINT CLAIR,MO,2011,280900
29185,SAINT CLAIR,MO,2012,272400
29185,SAINT CLAIR,MO,2013,350080
29185,SAINT CLAIR,MO,2014,389300
55109,SAINT CROIX,WI,2006,980407
55109,SAINT CROIX,WI,2007,1160984
55109,SAINT CROIX,WI,2008,1306180
55109,SAINT CROIX,WI,2009,1431550
55109,SAINT CROIX,WI,2010,1524060
55109,SAINT CROIX,WI,2011,1649140
55109,SAINT CROIX,WI,2012,1695700
55109,SAINT CROIX,WI,2013,1544030
55109,SAINT CROIX,WI,2014,1468980
05123,SAINT FRANCIS,AR,2006,487000
05123,SAINT FRANCIS,AR,2007,556060
05123,SAINT FRANCIS,AR,2008,627210
05123,SAINT FRANCIS,AR,2009,683600
05123,SAINT FRANCIS,AR,2010,738210
05123,SAINT FRANCIS,AR,2011,911890
05123,SAINT FRANCIS,AR,2012,939230
05123,SAINT FRANCIS,AR,2013,919210
05123,SAINT FRANCIS,AR,2014,1000090
29187,SAINT FRANCOIS,MO,2006,4037050
29187,SAINT FRANCOIS,MO,2007,4845730
29187,SAINT FRANCOIS,MO,2008,5740230
29187,SAINT FRANCOIS,MO,2009,5780660
29187,SAINT FRANCOIS,MO,2010,6027950
29187,SAINT FRANCOIS,MO,2011,6814970
29187,SAINT FRANCOIS,MO,2012,7039970
29187,SAINT FRANCOIS,MO,2013,7125940
29187,SAINT FRANCOIS,MO,2014,7074080
22091,SAINT HELENA,LA,2006,115480
22091,SAINT HELENA,LA,2007,130700
22091,SAINT HELENA,LA,2008,167900
22091,SAINT HELENA,LA,2009,159560
22091,SAINT HELENA,LA,2010,173400
22091,SAINT HELENA,LA,2011,164300
22091,SAINT HELENA,LA,2012,144100
22091,SAINT HELENA,LA,2013,142670
22091,SAINT HELENA,LA,2014,198950
22093,SAINT JAMES,LA,2006,340690
22093,SAINT JAMES,LA,2007,363990
22093,SAINT JAMES,LA,2008,407460
22093,SAINT JAMES,LA,2009,406810
22093,SAINT JAMES,LA,2010,431580
22093,SAINT JAMES,LA,2011,554560
22093,SAINT JAMES,LA,2012,614610
22093,SAINT JAMES,LA,2013,656530
22093,SAINT JAMES,LA,2014,764410
12109,SAINT JOHNS,FL,2006,4845090
12109,SAINT JOHNS,FL,2007,5386170
12109,SAINT JOHNS,FL,2008,5737870
12109,SAINT JOHNS,FL,2009,6298763.5
12109,SAINT JOHNS,FL,2010,7566475
12109,SAINT JOHNS,FL,2011,7189380
12109,SAINT JOHNS,FL,2012,6406210
12109,SAINT JOHNS,FL,2013,6478760
12109,SAINT JOHNS,FL,2014,6722730
26149,SAINT JOSEPH,MI,2006,1886500
26149,SAINT JOSEPH,MI,2007,2113710
26149,SAINT JOSEPH,MI,2008,2241340
26149,SAINT JOSEPH,MI,2009,2331880
26149,SAINT JOSEPH,MI,2010,2581410
26149,SAINT JOSEPH,MI,2011,2959450
26149,SAINT JOSEPH,MI,2012,3274620
26149,SAINT JOSEPH,MI,2013,3226100
26149,SAINT JOSEPH,MI,2014,3455150
22097,SAINT LANDRY,LA,2006,3762660
22097,SAINT LANDRY,LA,2007,4154040
22097,SAINT LANDRY,LA,2008,4570190
22097,SAINT LANDRY,LA,2009,5051900
22097,SAINT LANDRY,LA,2010,4940660
22097,SAINT LANDRY,LA,2011,5730820
22097,SAINT LANDRY,LA,2012,5820860
22097,SAINT LANDRY,LA,2013,5638310
22097,SAINT LANDRY,LA,2014,6069000
36089,SAINT LAWRENCE,NY,2006,2609050
36089,SAINT LAWRENCE,NY,2007,2818250
36089,SAINT LAWRENCE,NY,2008,3137530
36089,SAINT LAWRENCE,NY,2009,3630420
36089,SAINT LAWRENCE,NY,2010,3762050
36089,SAINT LAWRENCE,NY,2011,4109150
36089,SAINT LAWRENCE,NY,2012,3891320
36089,SAINT LAWRENCE,NY,2013,3808780
36089,SAINT LAWRENCE,NY,2014,3762020
27137,SAINT LOUIS,MN,2006,6209500
27137,SAINT LOUIS,MN,2007,7079296
27137,SAINT LOUIS,MN,2008,7826416
27137,SAINT LOUIS,MN,2009,8140610
27137,SAINT LOUIS,MN,2010,8161397
27137,SAINT LOUIS,MN,2011,8666742
27137,SAINT LOUIS,MN,2012,8791610
27137,SAINT LOUIS,MN,2013,8387620
27137,SAINT LOUIS,MN,2014,7823720
29189,SAINT LOUIS,MO,2006,22463129
29189,SAINT LOUIS,MO,2007,25327940
29189,SAINT LOUIS,MO,2008,27455540
29189,SAINT LOUIS,MO,2009,30296460
29189,SAINT LOUIS,MO,2010,33866100
29189,SAINT LOUIS,MO,2011,38621098
29189,SAINT LOUIS,MO,2012,39821927
29189,SAINT LOUIS,MO,2013,39179958
29189,SAINT LOUIS,MO,2014,40212762
29510,SAINT LOUIS CITY,MO,2006,4756055
29510,SAINT LOUIS CITY,MO,2007,5532720
29510,SAINT LOUIS CITY,MO,2008,6412900
29510,SAINT LOUIS CITY,MO,2009,7385460
29510,SAINT LOUIS CITY,MO,2010,8657850
29510,SAINT LOUIS CITY,MO,2011,10065100
29510,SAINT LOUIS CITY,MO,2012,10647560
29510,SAINT LOUIS CITY,MO,2013,10271805
29510,SAINT LOUIS CITY,MO,2014,10243320
12111,SAINT LUCIE,FL,2006,6856560
12111,SAINT LUCIE,FL,2007,7619100
12111,SAINT LUCIE,FL,2008,8394640
12111,SAINT LUCIE,FL,2009,9451190
12111,SAINT LUCIE,FL,2010,10772990
12111,SAINT LUCIE,FL,2011,12768260
12111,SAINT LUCIE,FL,2012,8989152
12111,SAINT LUCIE,FL,2013,7848690
12111,SAINT LUCIE,FL,2014,8126886
22099,SAINT MARTIN,LA,2006,1161460
22099,SAINT MARTIN,LA,2007,1392840
22099,SAINT MARTIN,LA,2008,1623580
22099,SAINT MARTIN,LA,2009,1778930
22099,SAINT MARTIN,LA,2010,1751260
22099,SAINT MARTIN,LA,2011,1997970
22099,SAINT MARTIN,LA,2012,2086040
22099,SAINT MARTIN,LA,2013,2038390
22099,SAINT MARTIN,LA,2014,2324700
22101,SAINT MARY,LA,2006,1940910
22101,SAINT MARY,LA,2007,2082643
22101,SAINT MARY,LA,2008,2393520
22101,SAINT MARY,LA,2009,2628150
22101,SAINT MARY,LA,2010,2732640
22101,SAINT MARY,LA,2011,3140050
22101,SAINT MARY,LA,2012,3261760
22101,SAINT MARY,LA,2013,2945330
22101,SAINT MARY,LA,2014,3082680
24037,SAINT MARYS,MD,2006,2519580
24037,SAINT MARYS,MD,2007,3262600
24037,SAINT MARYS,MD,2008,3630280
24037,SAINT MARYS,MD,2009,3528140
24037,SAINT MARYS,MD,2010,3650102
24037,SAINT MARYS,MD,2011,3751070
24037,SAINT MARYS,MD,2012,3959000
24037,SAINT MARYS,MD,2013,3829260
24037,SAINT MARYS,MD,2014,3832920
22103,SAINT TAMMANY,LA,2006,13229910
22103,SAINT TAMMANY,LA,2007,14381646
22103,SAINT TAMMANY,LA,2008,13730060
22103,SAINT TAMMANY,LA,2009,13118963
22103,SAINT TAMMANY,LA,2010,12417592
22103,SAINT TAMMANY,LA,2011,13837366
22103,SAINT TAMMANY,LA,2012,14486904
22103,SAINT TAMMANY,LA,2013,13840224
22103,SAINT TAMMANY,LA,2014,12416910
29186,SAINTE GENEVIEVE,MO,2006,250190
29186,SAINTE GENEVIEVE,MO,2007,277600
29186,SAINTE GENEVIEVE,MO,2008,263300
29186,SAINTE GENEVIEVE,MO,2009,261860
29186,SAINTE GENEVIEVE,MO,2010,278740
29186,SAINTE GENEVIEVE,MO,2011,320750
29186,SAINTE GENEVIEVE,MO,2012,338030
29186,SAINTE GENEVIEVE,MO,2013,371700
29186,SAINTE GENEVIEVE,MO,2014,386630
34033,SALEM,NJ,2006,1965965
34033,SALEM,NJ,2007,1998275
34033,SALEM,NJ,2008,2071350
34033,SALEM,NJ,2009,2319730
34033,SALEM,NJ,2010,2669500
34033,SALEM,NJ,2011,2742600
34033,SALEM,NJ,2012,2671920
34033,SALEM,NJ,2013,2808430
34033,SALEM,NJ,2014,2954290
51775,SALEM,VA,2006,1485480
51775,SALEM,VA,2007,1811070
51775,SALEM,VA,2008,2130410
51775,SALEM,VA,2009,2537760
51775,SALEM,VA,2010,2609000
51775,SALEM,VA,2011,2804000
51775,SALEM,VA,2012,2888610
51775,SALEM,VA,2013,2806200
51775,SALEM,VA,2014,2728250
05125,SALINE,AR,2006,2988586
05125,SALINE,AR,2007,3381250
05125,SALINE,AR,2008,3850110
05125,SALINE,AR,2009,4472910
05125,SALINE,AR,2010,4545790
05125,SALINE,AR,2011,4775980
05125,SALINE,AR,2012,5137860
05125,SALINE,AR,2013,5139950
05125,SALINE,AR,2014,5090910
17165,SALINE,IL,2006,1789730
17165,SALINE,IL,2007,1949730
17165,SALINE,IL,2008,2061230
17165,SALINE,IL,2009,2131260
17165,SALINE,IL,2010,2297710
17165,SALINE,IL,2011,2631950
17165,SALINE,IL,2012,2652670
17165,SALINE,IL,2013,2732180
17165,SALINE,IL,2014,3013980
20169,SALINE,KS,2006,1814910
20169,SALINE,KS,2007,2085230
20169,SALINE,KS,2008,2308860
20169,SALINE,KS,2009,2490410
20169,SALINE,KS,2010,2695330
20169,SALINE,KS,2011,2951770
20169,SALINE,KS,2012,3175400
20169,SALINE,KS,2013,3247600
20169,SALINE,KS,2014,3329630
29195,SALINE,MO,2006,523180
29195,SALINE,MO,2007,630110
29195,SALINE,MO,2008,660510
29195,SALINE,MO,2009,684780
29195,SALINE,MO,2010,852130
29195,SALINE,MO,2011,1073600
29195,SALINE,MO,2012,1112470
29195,SALINE,MO,2013,1028780
29195,SALINE,MO,2014,1037130
31151,SALINE,NE,2006,254400
31151,SALINE,NE,2007,299000
31151,SALINE,NE,2008,330000
31151,SALINE,NE,2009,361230
31151,SALINE,NE,2010,372310
31151,SALINE,NE,2011,394540
31151,SALINE,NE,2012,392600
31151,SALINE,NE,2013,368000
31151,SALINE,NE,2014,360930
49035,SALT LAKE,UT,2006,34465582
49035,SALT LAKE,UT,2007,35929186
49035,SALT LAKE,UT,2008,37404732
49035,SALT LAKE,UT,2009,39571480
49035,SALT LAKE,UT,2010,42424930
49035,SALT LAKE,UT,2011,43466130
49035,SALT LAKE,UT,2012,44701957
49035,SALT LAKE,UT,2013,44693127
49035,SALT LAKE,UT,2014,45187808
45081,SALUDA,SC,2006,175750
45081,SALUDA,SC,2007,202370
45081,SALUDA,SC,2008,208020
45081,SALUDA,SC,2009,244660
45081,SALUDA,SC,2010,248820
45081,SALUDA,SC,2011,312590
45081,SALUDA,SC,2012,378440
45081,SALUDA,SC,2013,348720
45081,SALUDA,SC,2014,359800
37163,SAMPSON,NC,2006,1866300
37163,SAMPSON,NC,2007,1992640
37163,SAMPSON,NC,2008,2293100
37163,SAMPSON,NC,2009,2358650
37163,SAMPSON,NC,2010,2523920
37163,SAMPSON,NC,2011,2920200
37163,SAMPSON,NC,2012,2978240
37163,SAMPSON,NC,2013,3028550
37163,SAMPSON,NC,2014,2895710
48405,SAN AUGUSTINE,TX,2006,366160
48405,SAN AUGUSTINE,TX,2007,355280
48405,SAN AUGUSTINE,TX,2008,363650
48405,SAN AUGUSTINE,TX,2009,375370
48405,SAN AUGUSTINE,TX,2010,414260
48405,SAN AUGUSTINE,TX,2011,459280
48405,SAN AUGUSTINE,TX,2012,452110
48405,SAN AUGUSTINE,TX,2013,465050
48405,SAN AUGUSTINE,TX,2014,446320
06069,SAN BENITO,CA,2006,873860
06069,SAN BENITO,CA,2007,962900
06069,SAN BENITO,CA,2008,1068700
06069,SAN BENITO,CA,2009,1204000
06069,SAN BENITO,CA,2010,1237390
06069,SAN BENITO,CA,2011,1430330
06069,SAN BENITO,CA,2012,1671780
06069,SAN BENITO,CA,2013,1834390
06069,SAN BENITO,CA,2014,1898910
06071,SAN BERNARDINO,CA,2006,47498683.5
06071,SAN BERNARDINO,CA,2007,51178641
06071,SAN BERNARDINO,CA,2008,56814030
06071,SAN BERNARDINO,CA,2009,61020065
06071,SAN BERNARDINO,CA,2010,63478311
06071,SAN BERNARDINO,CA,2011,72070569
06071,SAN BERNARDINO,CA,2012,74627997
06071,SAN BERNARDINO,CA,2013,75534411
06071,SAN BERNARDINO,CA,2014,74727963
06073,SAN DIEGO,CA,2006,71151558
06073,SAN DIEGO,CA,2007,67667783.5
06073,SAN DIEGO,CA,2008,70467053
06073,SAN DIEGO,CA,2009,76205141
06073,SAN DIEGO,CA,2010,78854418
06073,SAN DIEGO,CA,2011,87706706
06073,SAN DIEGO,CA,2012,87892461
06073,SAN DIEGO,CA,2013,87668433
06073,SAN DIEGO,CA,2014,85880550
06075,SAN FRANCISCO,CA,2006,15437530
06075,SAN FRANCISCO,CA,2007,16612100
06075,SAN FRANCISCO,CA,2008,18110575
06075,SAN FRANCISCO,CA,2009,18711060
06075,SAN FRANCISCO,CA,2010,18952070
06075,SAN FRANCISCO,CA,2011,19896260
06075,SAN FRANCISCO,CA,2012,19824946
06075,SAN FRANCISCO,CA,2013,18665130
06075,SAN FRANCISCO,CA,2014,17289063
48407,SAN JACINTO,TX,2006,521320
48407,SAN JACINTO,TX,2007,476700
48407,SAN JACINTO,TX,2008,493300
48407,SAN JACINTO,TX,2009,522860
48407,SAN JACINTO,TX,2010,519900
48407,SAN JACINTO,TX,2011,479670
48407,SAN JACINTO,TX,2012,436960
48407,SAN JACINTO,TX,2013,435490
48407,SAN JACINTO,TX,2014,450050
06077,SAN JOAQUIN,CA,2006,19243605
06077,SAN JOAQUIN,CA,2007,21703010
06077,SAN JOAQUIN,CA,2008,23578450
06077,SAN JOAQUIN,CA,2009,25553000
06077,SAN JOAQUIN,CA,2010,27855680
06077,SAN JOAQUIN,CA,2011,29910310
06077,SAN JOAQUIN,CA,2012,30537280
06077,SAN JOAQUIN,CA,2013,31036030
06077,SAN JOAQUIN,CA,2014,31174100
08111,SAN JUAN,CO,2006,80
35045,SAN JUAN,NM,2006,2516940
35045,SAN JUAN,NM,2007,2940890
35045,SAN JUAN,NM,2008,3144170
35045,SAN JUAN,NM,2009,3285180
35045,SAN JUAN,NM,2010,3392265
35045,SAN JUAN,NM,2011,3613630
35045,SAN JUAN,NM,2012,3482650
35045,SAN JUAN,NM,2013,3108004
35045,SAN JUAN,NM,2014,3164690
49037,SAN JUAN,UT,2006,279400
49037,SAN JUAN,UT,2007,258330
49037,SAN JUAN,UT,2008,321510
49037,SAN JUAN,UT,2009,382700
49037,SAN JUAN,UT,2010,414890
49037,SAN JUAN,UT,2011,425850
49037,SAN JUAN,UT,2012,445120
49037,SAN JUAN,UT,2013,415610
49037,SAN JUAN,UT,2014,391100
53055,SAN JUAN,WA,2006,343200
53055,SAN JUAN,WA,2007,395700
53055,SAN JUAN,WA,2008,449100
53055,SAN JUAN,WA,2009,494320
53055,SAN JUAN,WA,2010,555880
53055,SAN JUAN,WA,2011,627210
53055,SAN JUAN,WA,2012,588300
53055,SAN JUAN,WA,2013,565444
53055,SAN JUAN,WA,2014,499140
06079,SAN LUIS OBISPO,CA,2006,8659463
06079,SAN LUIS OBISPO,CA,2007,9558307
06079,SAN LUIS OBISPO,CA,2008,10349245
06079,SAN LUIS OBISPO,CA,2009,10869640
06079,SAN LUIS OBISPO,CA,2010,11542384
06079,SAN LUIS OBISPO,CA,2011,12704589.58
06079,SAN LUIS OBISPO,CA,2012,13145370
06079,SAN LUIS OBISPO,CA,2013,12353812
06079,SAN LUIS OBISPO,CA,2014,11758236
06081,SAN MATEO,CA,2006,12352137
06081,SAN MATEO,CA,2007,13280999
06081,SAN MATEO,CA,2008,14508740
06081,SAN MATEO,CA,2009,15892610
06081,SAN MATEO,CA,2010,16844034
06081,SAN MATEO,CA,2011,17816442.4
06081,SAN MATEO,CA,2012,17509710
06081,SAN MATEO,CA,2013,16532533
06081,SAN MATEO,CA,2014,15682870
08113,SAN MIGUEL,CO,2006,67300
08113,SAN MIGUEL,CO,2007,71800
08113,SAN MIGUEL,CO,2008,75600
08113,SAN MIGUEL,CO,2009,73700
08113,SAN MIGUEL,CO,2010,86100
08113,SAN MIGUEL,CO,2011,81200
08113,SAN MIGUEL,CO,2012,79900
08113,SAN MIGUEL,CO,2013,79640
08113,SAN MIGUEL,CO,2014,77360
35047,SAN MIGUEL,NM,2006,911200
35047,SAN MIGUEL,NM,2007,1045200
35047,SAN MIGUEL,NM,2008,1116200
35047,SAN MIGUEL,NM,2009,1328120
35047,SAN MIGUEL,NM,2010,1511700
35047,SAN MIGUEL,NM,2011,1648000
35047,SAN MIGUEL,NM,2012,1516800
35047,SAN MIGUEL,NM,2013,1383920
35047,SAN MIGUEL,NM,2014,1351270
48409,SAN PATRICIO,TX,2006,1722640
48409,SAN PATRICIO,TX,2007,2486590
48409,SAN PATRICIO,TX,2008,2486640
48409,SAN PATRICIO,TX,2009,2465500
48409,SAN PATRICIO,TX,2010,2785830
48409,SAN PATRICIO,TX,2011,3093750
48409,SAN PATRICIO,TX,2012,3173020
48409,SAN PATRICIO,TX,2013,3378220
48409,SAN PATRICIO,TX,2014,3187340
48411,SAN SABA,TX,2006,111600
48411,SAN SABA,TX,2007,124900
48411,SAN SABA,TX,2008,145700
48411,SAN SABA,TX,2009,156090
48411,SAN SABA,TX,2010,166170
48411,SAN SABA,TX,2011,197800
48411,SAN SABA,TX,2012,200000
48411,SAN SABA,TX,2013,188100
48411,SAN SABA,TX,2014,153100
30089,SANDERS,MT,2006,301900
30089,SANDERS,MT,2007,409430
30089,SANDERS,MT,2008,507000
30089,SANDERS,MT,2009,515290
30089,SANDERS,MT,2010,576500
30089,SANDERS,MT,2011,659430
30089,SANDERS,MT,2012,701540
30089,SANDERS,MT,2013,666160
30089,SANDERS,MT,2014,573120
35043,SANDOVAL,NM,2006,2303600
35043,SANDOVAL,NM,2007,2809450
35043,SANDOVAL,NM,2008,3199260
35043,SANDOVAL,NM,2009,3639700
35043,SANDOVAL,NM,2010,3924420
35043,SANDOVAL,NM,2011,4280880
35043,SANDOVAL,NM,2012,4168280
35043,SANDOVAL,NM,2013,3751990
35043,SANDOVAL,NM,2014,3876620
39143,SANDUSKY,OH,2006,1122400
39143,SANDUSKY,OH,2007,1344760
39143,SANDUSKY,OH,2008,1572670
39143,SANDUSKY,OH,2009,1936970
39143,SANDUSKY,OH,2010,2131760
39143,SANDUSKY,OH,2011,2260100
39143,SANDUSKY,OH,2012,2282670
39143,SANDUSKY,OH,2013,2204380
39143,SANDUSKY,OH,2014,2244440
17167,SANGAMON,IL,2006,4314370
17167,SANGAMON,IL,2007,5178410
17167,SANGAMON,IL,2008,6053380
17167,SANGAMON,IL,2009,6745860
17167,SANGAMON,IL,2010,7898320
17167,SANGAMON,IL,2011,9364170
17167,SANGAMON,IL,2012,9023160
17167,SANGAMON,IL,2013,8832320
17167,SANGAMON,IL,2014,8586940
26151,SANILAC,MI,2006,784530
26151,SANILAC,MI,2007,941720
26151,SANILAC,MI,2008,1055590
26151,SANILAC,MI,2009,1146450
26151,SANILAC,MI,2010,1277010
26151,SANILAC,MI,2011,1488040
26151,SANILAC,MI,2012,1624400
26151,SANILAC,MI,2013,1611480
26151,SANILAC,MI,2014,1685260
49039,SANPETE,UT,2006,819200
49039,SANPETE,UT,2007,941870
49039,SANPETE,UT,2008,1005020
49039,SANPETE,UT,2009,1104220
49039,SANPETE,UT,2010,1194160
49039,SANPETE,UT,2011,1236610
49039,SANPETE,UT,2012,1270580
49039,SANPETE,UT,2013,1260000
49039,SANPETE,UT,2014,1331420
06083,SANTA BARBARA,CA,2006,12139184.5
06083,SANTA BARBARA,CA,2007,12697887
06083,SANTA BARBARA,CA,2008,13434615
06083,SANTA BARBARA,CA,2009,14397681
06083,SANTA BARBARA,CA,2010,14969245
06083,SANTA BARBARA,CA,2011,16107955
06083,SANTA BARBARA,CA,2012,15526135
06083,SANTA BARBARA,CA,2013,14415560
06083,SANTA BARBARA,CA,2014,13525960
06085,SANTA CLARA,CA,2006,23660155
06085,SANTA CLARA,CA,2007,25880378
06085,SANTA CLARA,CA,2008,28075476
06085,SANTA CLARA,CA,2009,29809872
06085,SANTA CLARA,CA,2010,29950924
06085,SANTA CLARA,CA,2011,31995160
06085,SANTA CLARA,CA,2012,33037190
06085,SANTA CLARA,CA,2013,31782020
06085,SANTA CLARA,CA,2014,29880745
04023,SANTA CRUZ,AZ,2006,614750
04023,SANTA CRUZ,AZ,2007,632050
04023,SANTA CRUZ,AZ,2008,728560
04023,SANTA CRUZ,AZ,2009,735310
04023,SANTA CRUZ,AZ,2010,750750
04023,SANTA CRUZ,AZ,2011,765570
04023,SANTA CRUZ,AZ,2012,783570
04023,SANTA CRUZ,AZ,2013,846900
04023,SANTA CRUZ,AZ,2014,835190
06087,SANTA CRUZ,CA,2006,7215460
06087,SANTA CRUZ,CA,2007,7903890
06087,SANTA CRUZ,CA,2008,8896700
06087,SANTA CRUZ,CA,2009,9572580
06087,SANTA CRUZ,CA,2010,9963080
06087,SANTA CRUZ,CA,2011,10427755
06087,SANTA CRUZ,CA,2012,10358840
06087,SANTA CRUZ,CA,2013,9910675
06087,SANTA CRUZ,CA,2014,9057230
35049,SANTA FE,NM,2006,4221630
35049,SANTA FE,NM,2007,4886870
35049,SANTA FE,NM,2008,5838635
35049,SANTA FE,NM,2009,6624495
35049,SANTA FE,NM,2010,7173580
35049,SANTA FE,NM,2011,7678530
35049,SANTA FE,NM,2012,7661710
35049,SANTA FE,NM,2013,6979255
35049,SANTA FE,NM,2014,6724090
12113,SANTA ROSA,FL,2006,5393675
12113,SANTA ROSA,FL,2007,6591969
12113,SANTA ROSA,FL,2008,7395020
12113,SANTA ROSA,FL,2009,8149100
12113,SANTA ROSA,FL,2010,9053210
12113,SANTA ROSA,FL,2011,9361290
12113,SANTA ROSA,FL,2012,8224850
12113,SANTA ROSA,FL,2013,8258210
12113,SANTA ROSA,FL,2014,8258820
12115,SARASOTA,FL,2006,14970555.1
12115,SARASOTA,FL,2007,16543177
12115,SARASOTA,FL,2008,18667214
12115,SARASOTA,FL,2009,19760759
12115,SARASOTA,FL,2010,20926817
12115,SARASOTA,FL,2011,20978119
12115,SARASOTA,FL,2012,16916300
12115,SARASOTA,FL,2013,15709065
12115,SARASOTA,FL,2014,15357510
36091,SARATOGA,NY,2006,4466650
36091,SARATOGA,NY,2007,5072140
36091,SARATOGA,NY,2008,5572860
36091,SARATOGA,NY,2009,6185200
36091,SARATOGA,NY,2010,6475990
36091,SARATOGA,NY,2011,7289830
36091,SARATOGA,NY,2012,7128430
36091,SARATOGA,NY,2013,6914220
36091,SARATOGA,NY,2014,6479640
38081,SARGENT,ND,2006,19300
38081,SARGENT,ND,2007,28600
38081,SARGENT,ND,2008,31700
38081,SARGENT,ND,2009,34500
38081,SARGENT,ND,2010,44800
38081,SARGENT,ND,2011,44700
38081,SARGENT,ND,2012,46700
38081,SARGENT,ND,2013,43600
38081,SARGENT,ND,2014,53850
31153,SARPY,NE,2006,2652030
31153,SARPY,NE,2007,3041000
31153,SARPY,NE,2008,3286650
31153,SARPY,NE,2009,3487090
31153,SARPY,NE,2010,3795890
31153,SARPY,NE,2011,4405978
31153,SARPY,NE,2012,4672040
31153,SARPY,NE,2013,4986200
31153,SARPY,NE,2014,5050460
55111,SAUK,WI,2006,2210300
55111,SAUK,WI,2007,2581270
55111,SAUK,WI,2008,2779890
55111,SAUK,WI,2009,2766240
55111,SAUK,WI,2010,3056540
55111,SAUK,WI,2011,3243230
55111,SAUK,WI,2012,2828880
55111,SAUK,WI,2013,2628840
55111,SAUK,WI,2014,2606620
31155,SAUNDERS,NE,2006,199540
31155,SAUNDERS,NE,2007,278950
31155,SAUNDERS,NE,2008,319500
31155,SAUNDERS,NE,2009,406020
31155,SAUNDERS,NE,2010,429510
31155,SAUNDERS,NE,2011,501640
31155,SAUNDERS,NE,2012,447450
31155,SAUNDERS,NE,2013,416860
31155,SAUNDERS,NE,2014,367300
55113,SAWYER,WI,2006,482970
55113,SAWYER,WI,2007,497400
55113,SAWYER,WI,2008,572860
55113,SAWYER,WI,2009,631900
55113,SAWYER,WI,2010,712660
55113,SAWYER,WI,2011,802460
