geoid,county_name,total_population_2014
42055,"Franklin County, Pennsylvania",151517
42057,"Fulton County, Pennsylvania",14747
42059,"Greene County, Pennsylvania",38171
42061,"Huntingdon County, Pennsylvania",45950
42063,"Indiana County, Pennsylvania",88301
42065,"Jefferson County, Pennsylvania",44935
42067,"Juniata County, Pennsylvania",24793
42069,"Lackawanna County, Pennsylvania",214023
42071,"Lancaster County, Pennsylvania",526839
42073,"Lawrence County, Pennsylvania",89859
42075,"Lebanon County, Pennsylvania",135184
42077,"Lehigh County, Pennsylvania",354537
42079,"Luzerne County, Pennsylvania",320392
42081,"Lycoming County, Pennsylvania",116676
42083,"McKean County, Pennsylvania",43024
42085,"Mercer County, Pennsylvania",115739
42087,"Mifflin County, Pennsylvania",46705
42089,"Monroe County, Pennsylvania",168342
42091,"Montgomery County, Pennsylvania",809372
42093,"Montour County, Pennsylvania",18475
42095,"Northampton County, Pennsylvania",299225
42097,"Northumberland County, Pennsylvania",94294
42099,"Perry County, Pennsylvania",45788
42101,"Philadelphia County, Pennsylvania",1546920
42103,"Pike County, Pennsylvania",56883
42105,"Potter County, Pennsylvania",17451
42107,"Schuylkill County, Pennsylvania",147146
42109,"Snyder County, Pennsylvania",39922
42111,"Somerset County, Pennsylvania",77011
42113,"Sullivan County, Pennsylvania",6400
42115,"Susquehanna County, Pennsylvania",42708
42117,"Tioga County, Pennsylvania",42358
42119,"Union County, Pennsylvania",44955
42121,"Venango County, Pennsylvania",54265
42123,"Warren County, Pennsylvania",41218
42125,"Washington County, Pennsylvania",208157
42127,"Wayne County, Pennsylvania",51967
42129,"Westmoreland County, Pennsylvania",362587
42131,"Wyoming County, Pennsylvania",28229
42133,"York County, Pennsylvania",438052
44001,"Bristol County, Rhode Island",49338
44003,"Kent County, Rhode Island",165253
44005,"Newport County, Rhode Island",82772
44007,"Providence County, Rhode Island",629280
44009,"Washington County, Rhode Island",126609
45001,"Abbeville County, South Carolina",25100
45003,"Aiken County, South Carolina",162991
45005,"Allendale County, South Carolina",10027
45007,"Anderson County, South Carolina",189763
45009,"Bamberg County, South Carolina",15649
45011,"Barnwell County, South Carolina",22287
45013,"Beaufort County, South Carolina",168453
45015,"Berkeley County, South Carolina",188835
45017,"Calhoun County, South Carolina",15031
45019,"Charleston County, South Carolina",365674
45021,"Cherokee County, South Carolina",55707
45023,"Chester County, South Carolina",32708
45025,"Chesterfield County, South Carolina",46333
45027,"Clarendon County, South Carolina",34439
45029,"Colleton County, South Carolina",38247
45031,"Darlington County, South Carolina",68161
45033,"Dillon County, South Carolina",31529
45035,"Dorchester County, South Carolina",142772
45037,"Edgefield County, South Carolina",26573
45039,"Fairfield County, South Carolina",23382
45041,"Florence County, South Carolina",138058
45043,"Georgetown County, South Carolina",60389
45045,"Greenville County, South Carolina",467087
45047,"Greenwood County, South Carolina",69708
45049,"Hampton County, South Carolina",20670
45051,"Horry County, South Carolina",283280
45053,"Jasper County, South Carolina",26042
45055,"Kershaw County, South Carolina",62342
45057,"Lancaster County, South Carolina",79515
45059,"Laurens County, South Carolina",66390
45061,"Lee County, South Carolina",18708
45063,"Lexington County, South Carolina",270263
45065,"McCormick County, South Carolina",10003
45067,"Marion County, South Carolina",32411
45069,"Marlboro County, South Carolina",28294
45071,"Newberry County, South Carolina",37593
45073,"Oconee County, South Carolina",74656
45075,"Orangeburg County, South Carolina",91262
45077,"Pickens County, South Carolina",119577
45079,"Richland County, South Carolina",393707
45081,"Saluda County, South Carolina",19973
45083,"Spartanburg County, South Carolina",288728
45085,"Sumter County, South Carolina",107782
45087,"Union County, South Carolina",28329
45089,"Williamsburg County, South Carolina",33560
45091,"York County, South Carolina",235285
46003,"Aurora County, South Dakota",2729
46005,"Beadle County, South Dakota",17922
46007,"Bennett County, South Dakota",3440
46009,"Bon Homme County, South Dakota",7032
46011,"Brookings County, South Dakota",32647
46013,"Brown County, South Dakota",37528
46015,"Brule County, South Dakota",5311
46017,"Buffalo County, South Dakota",2013
46019,"Butte County, South Dakota",10259
46021,"Campbell County, South Dakota",1440
46023,"Charles Mix County, South Dakota",9209
46025,"Clark County, South Dakota",3631
46027,"Clay County, South Dakota",13968
46029,"Codington County, South Dakota",27598
46031,"Corson County, South Dakota",4122
46033,"Custer County, South Dakota",8358
46035,"Davison County, South Dakota",19730
46037,"Day County, South Dakota",5664
46039,"Deuel County, South Dakota",4340
46041,"Dewey County, South Dakota",5510
46043,"Douglas County, South Dakota",2990
46045,"Edmunds County, South Dakota",4036
46047,"Fall River County, South Dakota",6957
46049,"Faulk County, South Dakota",2371
46051,"Grant County, South Dakota",7281
46053,"Gregory County, South Dakota",4235
46055,"Haakon County, South Dakota",2092
46057,"Hamlin County, South Dakota",5949
46059,"Hand County, South Dakota",3344
46061,"Hanson County, South Dakota",3392
46063,"Harding County, South Dakota",1263
46065,"Hughes County, South Dakota",17379
46067,"Hutchinson County, South Dakota",7221
46069,"Hyde County, South Dakota",1460
46071,"Jackson County, South Dakota",3180
46073,"Jerauld County, South Dakota",2051
46075,"Jones County, South Dakota",805
46077,"Kingsbury County, South Dakota",5141
46079,"Lake County, South Dakota",11831
46081,"Lawrence County, South Dakota",24478
46083,"Lincoln County, South Dakota",48326
46085,"Lyman County, South Dakota",3831
46087,"McCook County, South Dakota",5615
46089,"McPherson County, South Dakota",2401
46091,"Marshall County, South Dakota",4668
46093,"Meade County, South Dakota",26108
46095,"Mellette County, South Dakota",2084
46097,"Miner County, South Dakota",2340
46099,"Minnehaha County, South Dakota",176014
46101,"Moody County, South Dakota",6445
46103,"Pennington County, South Dakota",104574
46105,"Perkins County, South Dakota",3024
46107,"Potter County, South Dakota",2312
46109,"Roberts County, South Dakota",10303
46111,"Sanborn County, South Dakota",2341
46113,"Shannon County, South Dakota",14005
46115,"Spink County, South Dakota",6552
46117,"Stanley County, South Dakota",2984
46119,"Sully County, South Dakota",1461
46121,"Todd County, South Dakota",9859
46123,"Tripp County, South Dakota",5549
46125,"Turner County, South Dakota",8339
46127,"Union County, South Dakota",14751
46129,"Walworth County, South Dakota",5498
46135,"Yankton County, South Dakota",22580
46137,"Ziebach County, South Dakota",2837
47001,"Anderson County, Tennessee",75346
47003,"Bedford County, Tennessee",45660
47005,"Benton County, Tennessee",16345
47007,"Bledsoe County, Tennessee",13240
47009,"Blount County, Tennessee",124435
47011,"Bradley County, Tennessee",101004
47013,"Campbell County, Tennessee",40361
47015,"Cannon County, Tennessee",13786
47017,"Carroll County, Tennessee",28511
47019,"Carter County, Tennessee",57298
47021,"Cheatham County, Tennessee",39324
47023,"Chester County, Tennessee",17270
47025,"Claiborne County, Tennessee",31841
47027,"Clay County, Tennessee",7802
47029,"Cocke County, Tennessee",35453
47031,"Coffee County, Tennessee",53151
47033,"Crockett County, Tennessee",14599
47035,"Cumberland County, Tennessee",57064
47037,"Davidson County, Tennessee",648048
47039,"Decatur County, Tennessee",11675
47041,"DeKalb County, Tennessee",18968
47043,"Dickson County, Tennessee",50115
47045,"Dyer County, Tennessee",38156
47047,"Fayette County, Tennessee",38664
47049,"Fentress County, Tennessee",17922
47051,"Franklin County, Tennessee",41069
47053,"Gibson County, Tennessee",49632
47055,"Giles County, Tennessee",29064
47057,"Grainger County, Tennessee",22724
47059,"Greene County, Tennessee",68596
47061,"Grundy County, Tennessee",13574
47063,"Hamblen County, Tennessee",62863
47065,"Hamilton County, Tennessee",344772
47067,"Hancock County, Tennessee",6706
47069,"Hardeman County, Tennessee",26560
47071,"Hardin County, Tennessee",25969
47073,"Hawkins County, Tennessee",56741
47075,"Haywood County, Tennessee",18389
47077,"Henderson County, Tennessee",27963
47079,"Henry County, Tennessee",32279
47081,"Hickman County, Tennessee",24354
47083,"Houston County, Tennessee",8356
47085,"Humphreys County, Tennessee",18322
47087,"Jackson County, Tennessee",11555
47089,"Jefferson County, Tennessee",52166
47091,"Johnson County, Tennessee",18089
47093,"Knox County, Tennessee",440732
47095,"Lake County, Tennessee",7725
47097,"Lauderdale County, Tennessee",27619
47099,"Lawrence County, Tennessee",42084
47101,"Lewis County, Tennessee",12010
47103,"Lincoln County, Tennessee",33498
47105,"Loudon County, Tennessee",49749
47107,"McMinn County, Tennessee",52409
47109,"McNairy County, Tennessee",26138
47111,"Macon County, Tennessee",22582
47113,"Madison County, Tennessee",98364
47115,"Marion County, Tennessee",28261
47117,"Marshall County, Tennessee",30977
47119,"Maury County, Tennessee",82729
47121,"Meigs County, Tennessee",11694
47123,"Monroe County, Tennessee",45002
47125,"Montgomery County, Tennessee",182015
47127,"Moore County, Tennessee",6348
47129,"Morgan County, Tennessee",21866
47131,"Obion County, Tennessee",31378
47133,"Overton County, Tennessee",22109
47135,"Perry County, Tennessee",7851
47137,"Pickett County, Tennessee",5101
47139,"Polk County, Tennessee",16715
47141,"Putnam County, Tennessee",73237
47143,"Rhea County, Tennessee",32272
47145,"Roane County, Tennessee",53413
47147,"Robertson County, Tennessee",67024
47149,"Rutherford County, Tennessee",275461
47151,"Scott County, Tennessee",22104
47153,"Sequatchie County, Tennessee",14431
47155,"Sevier County, Tennessee",92561
47157,"Shelby County, Tennessee",936130
47159,"Smith County, Tennessee",19092
47161,"Stewart County, Tennessee",13311
47163,"Sullivan County, Tennessee",156850
47165,"Sumner County, Tennessee",166636
47167,"Tipton County, Tennessee",61433
47169,"Trousdale County, Tennessee",7859
47171,"Unicoi County, Tennessee",18175
47173,"Union County, Tennessee",19139
47175,"Van Buren County, Tennessee",5578
47177,"Warren County, Tennessee",39867
47179,"Washington County, Tennessee",124798
47181,"Wayne County, Tennessee",16967
47183,"Weakley County, Tennessee",34699
47185,"White County, Tennessee",26086
47187,"Williamson County, Tennessee",193921
47189,"Wilson County, Tennessee",119584
48001,"Anderson County, Texas",58084
48003,"Andrews County, Texas",16126
48005,"Angelina County, Texas",87433
48007,"Aransas County, Texas",23889
48009,"Archer County, Texas",8853
48011,"Armstrong County, Texas",1947
48013,"Atascosa County, Texas",46343
48015,"Austin County, Texas",28724
48017,"Bailey County, Texas",7084
48019,"Bandera County, Texas",20642
48021,"Bastrop County, Texas",75708
48023,"Baylor County, Texas",3648
48025,"Bee County, Texas",32462
48027,"Bell County, Texas",321591
48029,"Bexar County, Texas",1789088
48031,"Blanco County, Texas",10625
48033,"Borden County, Texas",676
48035,"Bosque County, Texas",18052
48037,"Bowie County, Texas",93068
48039,"Brazoria County, Texas",325477
48041,"Brazos County, Texas",201534
48043,"Brewster County, Texas",9270
48045,"Briscoe County, Texas",1601
48047,"Brooks County, Texas",7200
48049,"Brown County, Texas",37903
48051,"Burleson County, Texas",17236
48053,"Burnet County, Texas",43911
48055,"Caldwell County, Texas",38870
48057,"Calhoun County, Texas",21569
48059,"Callahan County, Texas",13519
48061,"Cameron County, Texas",415103
48063,"Camp County, Texas",12463
48065,"Carson County, Texas",6108
48067,"Cass County, Texas",30350
48069,"Castro County, Texas",8026
48071,"Chambers County, Texas",36550
48073,"Cherokee County, Texas",50971
48075,"Childress County, Texas",7066
48077,"Clay County, Texas",10547
48079,"Cochran County, Texas",3031
48081,"Coke County, Texas",3260
48083,"Coleman County, Texas",8656
48085,"Collin County, Texas",836947
48087,"Collingsworth County, Texas",3053
48089,"Colorado County, Texas",20771
48091,"Comal County, Texas",115808
48093,"Comanche County, Texas",13755
48095,"Concho County, Texas",4091
48097,"Cooke County, Texas",38558
48099,"Coryell County, Texas",76276
48101,"Cottle County, Texas",1596
48103,"Crane County, Texas",4602
48105,"Crockett County, Texas",3871
48107,"Crosby County, Texas",6025
48109,"Culberson County, Texas",2325
48111,"Dallam County, Texas",6957
48113,"Dallas County, Texas",2448943
48115,"Dawson County, Texas",13593
48117,"Deaf Smith County, Texas",19331
48119,"Delta County, Texas",5239
48121,"Denton County, Texas",708627
48123,"DeWitt County, Texas",20397
48125,"Dickens County, Texas",2339
48127,"Dimmit County, Texas",10537
48129,"Donley County, Texas",3636
48131,"Duval County, Texas",11644
48133,"Eastland County, Texas",18403
48135,"Ector County, Texas",144932
48137,"Edwards County, Texas",2037
48139,"Ellis County, Texas",154447
48141,"El Paso County, Texas",823862
48143,"Erath County, Texas",39291
48145,"Falls County, Texas",17524
48147,"Fannin County, Texas",33775
48149,"Fayette County, Texas",24725
48151,"Fisher County, Texas",3882
48153,"Floyd County, Texas",6263
48155,"Foard County, Texas",1159
48157,"Fort Bend County, Texas",632946
48159,"Franklin County, Texas",10600
48161,"Freestone County, Texas",19661
48163,"Frio County, Texas",17847
48165,"Gaines County, Texas",18496
48167,"Galveston County, Texas",302276
48169,"Garza County, Texas",6337
48171,"Gillespie County, Texas",25179
48173,"Glasscock County, Texas",1190
48175,"Goliad County, Texas",7357
48177,"Gonzales County, Texas",20054
48179,"Gray County, Texas",22771
48181,"Grayson County, Texas",121975
48183,"Gregg County, Texas",122736
48185,"Grimes County, Texas",26812
48187,"Guadalupe County, Texas",139709
48189,"Hale County, Texas",35925
48191,"Hall County, Texas",3270
48193,"Hamilton County, Texas",8330
48195,"Hansford County, Texas",5540
48197,"Hardeman County, Texas",4050
48199,"Hardin County, Texas",55215
48201,"Harris County, Texas",4269608
48203,"Harrison County, Texas",66971
48205,"Hartley County, Texas",6091
48207,"Haskell County, Texas",5875
48209,"Hays County, Texas",170410
48211,"Hemphill County, Texas",4032
48213,"Henderson County, Texas",78836
48215,"Hidalgo County, Texas",806447
48217,"Hill County, Texas",35027
48219,"Hockley County, Texas",23205
48221,"Hood County, Texas",52347
48223,"Hopkins County, Texas",35478
48225,"Houston County, Texas",23151
48227,"Howard County, Texas",35702
48229,"Hudspeth County, Texas",3344
48231,"Hunt County, Texas",87256
48233,"Hutchinson County, Texas",21947
48235,"Irion County, Texas",1626
48237,"Jack County, Texas",8967
48239,"Jackson County, Texas",14336
48241,"Jasper County, Texas",35826
48243,"Jeff Davis County, Texas",2282
48245,"Jefferson County, Texas",252466
48247,"Jim Hogg County, Texas",5266
48249,"Jim Wells County, Texas",41348
48251,"Johnson County, Texas",153854
48253,"Jones County, Texas",20092
48255,"Karnes County, Texas",14884
48257,"Kaufman County, Texas",107119
48259,"Kendall County, Texas",36058
48261,"Kenedy County, Texas",528
48263,"Kent County, Texas",858
48265,"Kerr County, Texas",49914
48267,"Kimble County, Texas",4522
48269,"King County, Texas",290
48271,"Kinney County, Texas",3598
48273,"Kleberg County, Texas",32142
48275,"Knox County, Texas",3776
48277,"Lamar County, Texas",49704
48279,"Lamb County, Texas",13875
48281,"Lampasas County, Texas",20020
48283,"La Salle County, Texas",7075
48285,"Lavaca County, Texas",19438
48287,"Lee County, Texas",16617
48289,"Leon County, Texas",16784
48291,"Liberty County, Texas",76707
48293,"Limestone County, Texas",23531
48295,"Lipscomb County, Texas",3418
48297,"Live Oak County, Texas",11738
48299,"Llano County, Texas",19272
48301,"Loving County, Texas",89
48303,"Lubbock County, Texas",286747
48305,"Lynn County, Texas",5806
48307,"McCulloch County, Texas",8245
48309,"McLennan County, Texas",239717
48311,"McMullen County, Texas",646
48313,"Madison County, Texas",13771
48315,"Marion County, Texas",10335
48317,"Martin County, Texas",5096
48319,"Mason County, Texas",4061
48321,"Matagorda County, Texas",36611
48323,"Maverick County, Texas",55821
48325,"Medina County, Texas",46965
48327,"Menard County, Texas",2193
48329,"Midland County, Texas",146387
48331,"Milam County, Texas",24388
48333,"Mills County, Texas",4881
48335,"Mitchell County, Texas",9236
48337,"Montague County, Texas",19568
48339,"Montgomery County, Texas",487028
48341,"Moore County, Texas",22172
48343,"Morris County, Texas",12805
48345,"Motley County, Texas",1172
48347,"Nacogdoches County, Texas",65322
48349,"Navarro County, Texas",48073
48351,"Newton County, Texas",14323
48353,"Nolan County, Texas",15082
48355,"Nueces County, Texas",348130
48357,"Ochiltree County, Texas",10546
48359,"Oldham County, Texas",2068
48361,"Orange County, Texas",82737
48363,"Palo Pinto County, Texas",28028
48365,"Panola County, Texas",23880
48367,"Parker County, Texas",119784
48369,"Parmer County, Texas",10124
48371,"Pecos County, Texas",15677
48373,"Polk County, Texas",45757
48375,"Potter County, Texas",122053
48377,"Presidio County, Texas",7479
48379,"Rains County, Texas",10988
48381,"Randall County, Texas",124862
48383,"Reagan County, Texas",3520
48385,"Real County, Texas",3365
48387,"Red River County, Texas",12642
48389,"Reeves County, Texas",13978
48391,"Refugio County, Texas",7295
48393,"Roberts County, Texas",924
48395,"Robertson County, Texas",16546
48397,"Rockwall County, Texas",83239
48399,"Runnels County, Texas",10441
48401,"Rusk County, Texas",54159
48403,"Sabine County, Texas",10551
48405,"San Augustine County, Texas",8777
48407,"San Jacinto County, Texas",26831
48409,"San Patricio County, Texas",65509
48411,"San Saba County, Texas",5901
48413,"Schleicher County, Texas",3281
48415,"Scurry County, Texas",17108
48417,"Shackelford County, Texas",3359
48419,"Shelby County, Texas",25698
48421,"Sherman County, Texas",3060
48423,"Smith County, Texas",214735
48425,"Somervell County, Texas",8575
48427,"Starr County, Texas",62040
48429,"Stephens County, Texas",9485
48431,"Sterling County, Texas",1360
48433,"Stonewall County, Texas",1409
48435,"Sutton County, Texas",3995
48437,"Swisher County, Texas",7789
48439,"Tarrant County, Texas",1881469
48441,"Taylor County, Texas",133560
48443,"Terrell County, Texas",809
48445,"Terry County, Texas",12681
48447,"Throckmorton County, Texas",1584
48449,"Titus County, Texas",32540
48451,"Tom Green County, Texas",113516
48453,"Travis County, Texas",1092810
48455,"Trinity County, Texas",14452
48457,"Tyler County, Texas",21552
48459,"Upshur County, Texas",39851
48461,"Upton County, Texas",3339
48463,"Uvalde County, Texas",26763
48465,"Val Verde County, Texas",48999
48467,"Van Zandt County, Texas",52605
48469,"Victoria County, Texas",88955
48471,"Walker County, Texas",68882
48473,"Waller County, Texas",44825
48475,"Ward County, Texas",11011
48477,"Washington County, Texas",34039
48479,"Webb County, Texas",259471
48481,"Wharton County, Texas",41219
48483,"Wheeler County, Texas",5587
48485,"Wichita County, Texas",131802
48487,"Wilbarger County, Texas",13265
48489,"Willacy County, Texas",22056
48491,"Williamson County, Texas",457218
48493,"Wilson County, Texas",44609
48495,"Winkler County, Texas",7404
48497,"Wise County, Texas",60413
48499,"Wood County, Texas",42431
48501,"Yoakum County, Texas",8054
48503,"Young County, Texas",18374
48505,"Zapata County, Texas",14231
48507,"Zavala County, Texas",12013
49001,"Beaver County, Utah",6514
49003,"Box Elder County, Utah",50613
49005,"Cache County, Utah",115954
49007,"Carbon County, Utah",21118
49009,"Daggett County, Utah",714
49011,"Davis County, Utah",317646
49013,"Duchesne County, Utah",19378
49015,"Emery County, Utah",10834
49017,"Garfield County, Utah",5105
49019,"Grand County, Utah",9348
49021,"Iron County, Utah",46725
49023,"Juab County, Utah",10349
49025,"Kane County, Utah",7221
49027,"Millard County, Utah",12582
49029,"Morgan County, Utah",9955
49031,"Piute County, Utah",1921
49033,"Rich County, Utah",2285
49035,"Salt Lake County, Utah",1063670
49037,"San Juan County, Utah",14944
49039,"Sanpete County, Utah",28129
49041,"Sevier County, Utah",20812
49043,"Summit County, Utah",37877
49045,"Tooele County, Utah",59973
49047,"Uintah County, Utah",34576
49049,"Utah County, Utah",540425
49051,"Wasatch County, Utah",25550
49053,"Washington County, Utah",144844
49055,"Wayne County, Utah",2742
49057,"Weber County, Utah",236307
50001,"Addison County, Vermont",36883
50003,"Bennington County, Vermont",36739
50005,"Caledonia County, Vermont",31109
50007,"Chittenden County, Vermont",158686
50009,"Essex County, Vermont",6231
50011,"Franklin County, Vermont",48226
50013,"Grand Isle County, Vermont",6979
50015,"Lamoille County, Vermont",24843
50017,"Orange County, Vermont",28927
50019,"Orleans County, Vermont",27160
50021,"Rutland County, Vermont",60864
50023,"Washington County, Vermont",59333
50025,"Windham County, Vermont",44050
50027,"Windsor County, Vermont",56328
51001,"Accomack County, Virginia",33165
51003,"Albemarle County, Virginia",101883
51005,"Alleghany County, Virginia",16133
51007,"Amelia County, Virginia",12764
51009,"Amherst County, Virginia",32237
51011,"Appomattox County, Virginia",15137
51013,"Arlington County, Virginia",220173
51015,"Augusta County, Virginia",73707
51017,"Bath County, Virginia",4644
51019,"Bedford County, Virginia",75607
51021,"Bland County, Virginia",6727
51023,"Botetourt County, Virginia",33105
51025,"Brunswick County, Virginia",16961
51027,"Buchanan County, Virginia",23683
51029,"Buckingham County, Virginia",17072
51031,"Campbell County, Virginia",54833
51033,"Caroline County, Virginia",29057
51035,"Carroll County, Virginia",29881
51036,"Charles City County, Virginia",7154
51037,"Charlotte County, Virginia",12399
51041,"Chesterfield County, Virginia",324337
51043,"Clarke County, Virginia",14273
51045,"Craig County, Virginia",5206
51047,"Culpeper County, Virginia",47910
51049,"Cumberland County, Virginia",9916
51051,"Dickenson County, Virginia",15612
51053,"Dinwiddie County, Virginia",27993
51057,"Essex County, Virginia",11166
51059,"Fairfax County, Virginia",1117072
51061,"Fauquier County, Virginia",66726
51063,"Floyd County, Virginia",15452
51065,"Fluvanna County, Virginia",25945
51067,"Franklin County, Virginia",56360
51069,"Frederick County, Virginia",80377
51071,"Giles County, Virginia",17025
51073,"Gloucester County, Virginia",36938
51075,"Goochland County, Virginia",21627
51077,"Grayson County, Virginia",15255
51079,"Greene County, Virginia",18766
51081,"Greensville County, Virginia",11911
51083,"Halifax County, Virginia",35704
51085,"Hanover County, Virginia",100689
51087,"Henrico County, Virginia",314878
51089,"Henry County, Virginia",52960
51091,"Highland County, Virginia",2258
51093,"Isle of Wight County, Virginia",35518
51095,"James City County, Virginia",69832
51097,"King and Queen County, Virginia",7073
51099,"King George County, Virginia",24577
51101,"King William County, Virginia",16045
51103,"Lancaster County, Virginia",11224
51105,"Lee County, Virginia",25380
51107,"Loudoun County, Virginia",338916
51109,"Louisa County, Virginia",33743
51111,"Lunenburg County, Virginia",12667
51113,"Madison County, Virginia",13208
51115,"Mathews County, Virginia",8923
51117,"Mecklenburg County, Virginia",31913
51119,"Middlesex County, Virginia",10817
51121,"Montgomery County, Virginia",95808
51125,"Nelson County, Virginia",14892
51127,"New Kent County, Virginia",19187
51131,"Northampton County, Virginia",12254
51133,"Northumberland County, Virginia",12320
51135,"Nottoway County, Virginia",15756
51137,"Orange County, Virginia",34239
51139,"Page County, Virginia",23905
51141,"Patrick County, Virginia",18365
51143,"Pittsylvania County, Virginia",62955
51145,"Powhatan County, Virginia",28193
51147,"Prince Edward County, Virginia",23140
51149,"Prince George County, Virginia",36792
51153,"Prince William County, Virginia",428772
51155,"Pulaski County, Virginia",34630
51157,"Rappahannock County, Virginia",7446
51159,"Richmond County, Virginia",9072
51161,"Roanoke County, Virginia",93194
51163,"Rockbridge County, Virginia",22367
51165,"Rockingham County, Virginia",77345
51167,"Russell County, Virginia",28444
51169,"Scott County, Virginia",22781
51171,"Shenandoah County, Virginia",42545
51173,"Smyth County, Virginia",31876
51175,"Southampton County, Virginia",18364
51177,"Spotsylvania County, Virginia",126200
51179,"Stafford County, Virginia",134672
51181,"Surry County, Virginia",6885
51183,"Sussex County, Virginia",11923
51185,"Tazewell County, Virginia",44331
51187,"Warren County, Virginia",38142
51191,"Washington County, Virginia",54833
51193,"Westmoreland County, Virginia",17518
51195,"Wise County, Virginia",40872
51197,"Wythe County, Virginia",29259
51199,"York County, Virginia",65808
51510,"Alexandria city, Virginia",146422
51520,"Bristol city, Virginia",17595
51530,"Buena Vista city, Virginia",6683
51540,"Charlottesville city, Virginia",44505
51550,"Chesapeake city, Virginia",228168
51570,"Colonial Heights city, Virginia",17542
51580,"Covington city, Virginia",5853
51590,"Danville city, Virginia",42704
51595,"Emporia city, Virginia",5682
51600,"Fairfax city, Virginia",23507
51610,"Falls Church city, Virginia",13074
51620,"Franklin city, Virginia",8534
51630,"Fredericksburg city, Virginia",26632
51640,"Galax city, Virginia",6981
51650,"Hampton city, Virginia",136904
51660,"Harrisonburg city, Virginia",50821
51670,"Hopewell city, Virginia",22375
51678,"Lexington city, Virginia",7114
51680,"Lynchburg city, Virginia",77626
51683,"Manassas city, Virginia",40436
51685,"Manassas Park city, Virginia",14992
51690,"Martinsville city, Virginia",13745
51700,"Newport News city, Virginia",181362
51710,"Norfolk city, Virginia",244745
51720,"Norton city, Virginia",4015
51730,"Petersburg city, Virginia",32439
51735,"Poquoson city, Virginia",12103
51740,"Portsmouth city, Virginia",96007
51750,"Radford city, Virginia",16993
51760,"Richmond city, Virginia",211063
51770,"Roanoke city, Virginia",97949
51775,"Salem city, Virginia",25120
51790,"Staunton city, Virginia",24132
51800,"Suffolk city, Virginia",85477
51810,"Virginia Beach city, Virginia",445623
51820,"Waynesboro city, Virginia",21177
51830,"Williamsburg city, Virginia",14401
51840,"Winchester city, Virginia",27031
53001,"Adams County, Washington",18951
53003,"Asotin County, Washington",21955
53005,"Benton County, Washington",182053
53007,"Chelan County, Washington",73664
53009,"Clallam County, Washington",72024
53011,"Clark County, Washington",438272
53013,"Columbia County, Washington",4031
53015,"Cowlitz County, Washington",102072
53017,"Douglas County, Washington",39183
53019,"Ferry County, Washington",7657
53021,"Franklin County, Washington",84508
53023,"Garfield County, Washington",2240
53025,"Grant County, Washington",91458
53027,"Grays Harbor County, Washington",71734
53029,"Island County, Washington",78951
53031,"Jefferson County, Washington",29978
53033,"King County, Washington",2008997
53035,"Kitsap County, Washington",253614
53037,"Kittitas County, Washington",41705
53039,"Klickitat County, Washington",20668
53041,"Lewis County, Washington",75382
53043,"Lincoln County, Washington",10409
53045,"Mason County, Washington",60728
53047,"Okanogan County, Washington",41241
53049,"Pacific County, Washington",20665
53051,"Pend Oreille County, Washington",12965
53053,"Pierce County, Washington",812689
53055,"San Juan County, Washington",15847
53057,"Skagit County, Washington",118364
53059,"Skamania County, Washington",11194
53061,"Snohomish County, Washington",735351
53063,"Spokane County, Washington",476950
53065,"Stevens County, Washington",43541
53067,"Thurston County, Washington",259330
53069,"Wahkiakum County, Washington",4016
53071,"Walla Walla County, Washington",59476
53073,"Whatcom County, Washington",204855
53075,"Whitman County, Washington",46003
53077,"Yakima County, Washington",246402
54001,"Barbour County, West Virginia",16723
54003,"Berkeley County, West Virginia",107324
54005,"Boone County, West Virginia",24257
54007,"Braxton County, West Virginia",14492
54009,"Brooke County, West Virginia",23787
54011,"Cabell County, West Virginia",96826
54013,"Calhoun County, West Virginia",7583
54015,"Clay County, West Virginia",9226
54017,"Doddridge County, West Virginia",8282
54019,"Fayette County, West Virginia",45709
54021,"Gilmer County, West Virginia",8706
54023,"Grant County, West Virginia",11829
54025,"Greenbrier County, West Virginia",35639
54027,"Hampshire County, West Virginia",23674
54029,"Hancock County, West Virginia",30369
54031,"Hardy County, West Virginia",13955
54033,"Harrison County, West Virginia",69069
54035,"Jackson County, West Virginia",29229
54037,"Jefferson County, West Virginia",54650
54039,"Kanawha County, West Virginia",191765
54041,"Lewis County, West Virginia",16412
54043,"Lincoln County, West Virginia",21599
54045,"Logan County, West Virginia",36169
54047,"McDowell County, West Virginia",21281
54049,"Marion County, West Virginia",56698
54051,"Marshall County, West Virginia",32716
54053,"Mason County, West Virginia",27207
54055,"Mercer County, West Virginia",62161
54057,"Mineral County, West Virginia",27912
54059,"Mingo County, West Virginia",26229
54061,"Monongalia County, West Virginia",100332
54063,"Monroe County, West Virginia",13524
54065,"Morgan County, West Virginia",17450
54067,"Nicholas County, West Virginia",26090
54069,"Ohio County, West Virginia",43956
54071,"Pendleton County, West Virginia",7525
54073,"Pleasants County, West Virginia",7600
54075,"Pocahontas County, West Virginia",8710
54077,"Preston County, West Virginia",33720
54079,"Putnam County, West Virginia",56356
54081,"Raleigh County, West Virginia",78827
54083,"Randolph County, West Virginia",29446
54085,"Ritchie County, West Virginia",10221
54087,"Roane County, West Virginia",14749
54089,"Summers County, West Virginia",13699
54091,"Taylor County, West Virginia",16969
54093,"Tucker County, West Virginia",6996
54095,"Tyler County, West Virginia",9084
